dew_point,humidity,pressure,temp,wind_speed,pm25
-8.5,77.9375,1024.75,-5.125,24.86,144.33333333333334
-10.125,87.91666666666669,1022.7916666666665,-8.541666666666666,70.93791666666667,78.375
-20.875,46.20833333333334,1029.2916666666667,-11.5,111.16083333333334,29.29166666666667
-24.58333333333333,42.04166666666666,1033.625,-14.458333333333336,56.91999999999999,43.54166666666666
-23.70833333333333,39.208333333333336,1033.75,-12.541666666666664,18.511666666666667,59.375
-21.25,49.0,1034.0833333333333,-12.5,10.169999999999996,72.45833333333333
-17.125,64.54166666666667,1028.0,-11.708333333333336,1.9729166666666669,174.33333333333337
-16.333333333333332,57.25,1029.0416666666667,-9.125,13.29875,84.75
-15.958333333333336,56.5,1032.5,-8.75,17.41583333333333,55.08333333333334
-20.70833333333333,37.41666666666666,1034.3333333333333,-8.708333333333334,41.68583333333333,19.916666666666668
-23.54166666666667,39.083333333333336,1030.7083333333333,-12.416666666666664,60.37833333333333,20.5
-21.95833333333333,37.708333333333336,1030.4583333333333,-10.0,169.75416666666663,42.708333333333336
-17.625,53.20833333333334,1025.2083333333333,-9.5,13.238749999999996,92.08333333333331
-17.166666666666668,44.79166666666666,1036.8333333333333,-7.041666666666668,12.381666666666662,49.83333333333334
-13.5,67.20833333333333,1033.0416666666667,-8.416666666666666,2.677916666666667,182.70833333333331
-12.083333333333336,68.83333333333333,1028.8333333333333,-7.25,4.1345833333333335,210.0
-9.666666666666666,70.20833333333333,1026.75,-4.916666666666667,4.916250000000002,263.375
-3.7916666666666665,73.875,1020.6666666666665,0.2916666666666667,4.788333333333334,341.0
-11.041666666666664,49.75,1030.2083333333333,-1.1666666666666667,34.48125,70.91666666666667
-21.166666666666668,29.625,1036.375,-6.125,59.07083333333335,27.75
-18.791666666666668,31.79166666666667,1034.375,-4.583333333333333,93.06208333333332,30.0
-17.375,33.458333333333336,1030.7416666666668,-3.4416666666666664,79.39108333333333,46.14166666666666
-15.958333333333336,35.125,1027.1083333333333,-2.3,65.72008333333332,62.28333333333333
-14.541666666666668,36.79166666666667,1023.475,-1.1583333333333332,52.04908333333333,78.425
-13.125,38.458333333333336,1019.8416666666667,-0.01666666666666661,38.37808333333333,94.56666666666666
-11.708333333333336,40.125,1016.2083333333335,1.125,24.70708333333333,110.70833333333331
-19.125,25.625,1026.1666666666667,-1.2083333333333333,41.2725,21.125
-21.625,19.08333333333333,1022.8333333333335,0.625,44.32833333333334,25.625
-18.70833333333333,22.45833333333333,1019.5416666666665,1.9583333333333333,40.01583333333333,45.29166666666666
-15.791666666666664,28.95833333333333,1024.2083333333333,1.3333333333333333,62.51041666666666,38.41666666666666
-10.083333333333334,58.5,1026.75,-2.875,13.037916666666666,64.66666666666667
-16.291666666666668,49.20833333333334,1028.2916666666667,-5.416666666666668,5.959583333333334,65.91666666666667
-19.95833333333333,34.75,1028.5,-5.166666666666667,14.9175,78.95833333333333
-20.5,31.54166666666667,1026.7916666666667,-5.041666666666667,5.606249999999998,56.20833333333334
-14.333333333333336,45.58333333333334,1029.8333333333333,-4.083333333333333,4.7316666666666665,78.58333333333333
-10.458333333333334,66.54166666666667,1030.5416666666667,-5.0,22.81875,76.66666666666667
-6.5,84.41666666666667,1022.6666666666665,-4.333333333333333,5.770833333333331,113.91666666666669
-5.25,76.70833333333333,1019.2083333333335,-1.5416666666666667,3.257916666666667,180.95833333333331
-9.833333333333334,54.75,1023.7916666666665,0.04166666666666666,3.2954166666666667,147.625
-22.29166666666667,18.58333333333333,1030.9583333333333,-1.5833333333333333,40.35833333333333,12.208333333333336
-22.125,22.125,1035.7083333333333,-3.6666666666666665,27.060416666666647,14.583333333333336
-21.54166666666667,27.16666666666667,1034.9166666666667,-5.208333333333333,6.852916666666663,26.875
-17.833333333333332,37.583333333333336,1028.7916666666667,-4.583333333333333,8.95833333333333,88.20833333333331
-20.0,30.0,1032.5416666666667,-4.208333333333333,9.107916666666666,90.08695652173913
-22.29166666666667,26.91666666666667,1035.125,-5.541666666666668,5.97708333333333,34.208333333333336
-16.958333333333332,42.625,1030.2083333333333,-5.375,7.502499999999999,96.125
-19.08333333333333,30.29166666666667,1026.25,-2.2916666666666665,43.65750000000001,60.75
-19.0,30.125,1023.7083333333335,-2.0416666666666665,4.61625,84.20833333333333
-15.583333333333336,35.125,1016.625,0.08333333333333333,3.7375000000000007,114.875
-10.291666666666666,45.33333333333334,1012.7083333333335,0.875,3.64875,180.83333333333331
-9.708333333333334,43.95833333333334,1013.2916666666665,4.208333333333333,14.585416666666667,121.29166666666669
-7.791666666666668,56.83333333333334,1018.5833333333335,0.08333333333333333,20.10125,91.83333333333331
-6.541666666666668,63.66666666666666,1007.3333333333335,0.08333333333333333,1.6554166666666668,174.54166666666663
-2.5,62.29166666666666,1004.2083333333335,4.375,9.554999999999998,272.75
-1.3333333333333333,70.08333333333333,1015.625,3.9166666666666665,21.90333333333333,164.95833333333334
-6.791666666666668,53.125,1020.875,1.8333333333333333,35.40374999999999,69.29166666666667
-6.375,69.91666666666667,1019.5,-1.25,18.317083333333333,80.08333333333333
-7.125,66.29166666666667,1022.4166666666665,-0.125,14.675416666666665,81.20833333333333
-5.041666666666667,82.79166666666667,1022.8333333333335,-2.5416666666666665,42.01250000000001,59.25
-8.458333333333334,54.375,1021.1666666666665,1.625,23.54875,90.41666666666669
-6.208333333333332,55.875,1022.875,1.6666666666666667,7.114583333333332,157.41666666666666
-3.458333333333333,65.58333333333333,1015.5,2.4166666666666665,7.937083333333333,192.33333333333331
-20.33333333333333,21.45833333333333,1026.9583333333333,0.5416666666666666,50.30583333333334,21.79166666666667
-17.333333333333332,32.375,1033.6666666666667,-2.0,31.55333333333333,51.83333333333334
-10.25,55.79166666666666,1035.25,-2.458333333333333,11.643333333333333,87.83333333333331
-6.875,77.125,1039.5,-3.333333333333333,14.107500000000002,45.375
-17.958333333333332,32.5,1035.375,-3.375,97.55083333333332,19.70833333333333
-13.708333333333336,38.208333333333336,1021.375,0.75,11.470416666666667,61.875
-7.791666666666668,50.33333333333334,1009.4166666666665,2.208333333333333,4.487500000000002,176.29166666666663
-14.291666666666664,24.54166666666667,1017.4166666666665,5.541666666666668,26.338333333333324,43.625
-9.75,40.375,1026.375,2.875,21.707916666666666,60.375
-3.5416666666666665,80.625,1020.9166666666665,0.25,10.339999999999998,86.625
-9.75,44.54166666666666,1023.2083333333335,1.5833333333333333,61.10291666666666,62.75
-10.791666666666664,46.79166666666666,1023.2083333333335,0.5,4.0425,64.875
-12.833333333333336,32.458333333333336,1026.3333333333333,3.0,16.018333333333334,40.583333333333336
-3.2916666666666665,74.91666666666667,1020.0416666666665,0.5833333333333334,4.840833333333333,164.75
1.7916666666666667,83.41666666666667,1003.5,4.375,3.031666666666668,226.0
-6.916666666666668,43.54166666666666,1008.375,6.958333333333332,83.04875,161.95454545454547
-8.041666666666666,37.41666666666666,1013.75,7.458333333333332,18.905,70.54166666666667
-8.0,34.416666666666664,1014.0416666666665,8.625,35.659583333333345,160.47826086956522
-7.75,34.25,1020.9583333333335,7.625,28.82625,53.875
-6.541666666666668,43.25,1022.3333333333335,6.75,20.000416666666666,61.91666666666666
-11.0,40.16666666666666,1026.0416666666667,4.375,13.761666666666667,31.04166666666667
-10.75,33.208333333333336,1019.0416666666665,6.5,9.479583333333332,69.5
-8.541666666666666,35.916666666666664,1025.25,5.875,16.48458333333333,69.625
